"kwhTotal","dollars","chargeTimeHrs","distance","managerVehicle","facilityType","target"
"5.28","0.0","2.299444444","26.6102122","1","1","1.0"
"5.97","0.0","2.822777778","26.6102122","1","1","1.0"
"5.9","0.0","2.223055556","26.6102122","1","1","1.0"
"5.96","0.0","2.663611111","26.6102122","1","1","1.0"
"5.87","0.0","2.040833333","26.6102122","1","1","1.0"
"6.04","0.0","2.686111111","26.6102122","1","1","1.0"
"5.97","0.0","2.789166667","26.6102122","1","1","1.0"
"5.92","0.0","2.370833333","26.6102122","1","1","1.0"
"6.1","0.0","2.333333333","26.6102122","1","1","1.0"
"5.98","0.0","2.616388889","26.6102122","1","1","1.0"
"5.89","0.0","2.77","26.6102122","1","1","1.0"
"5.82","0.5","4.604444444","26.6102122","1","1","1.0"
"5.9","0.0","2.778888889","26.6102122","1","1","1.0"
"5.95","0.0","2.678888889","26.6102122","1","1","1.0"
"5.89","0.0","3.324722222","26.6102122","1","1","1.0"
"6.03","0.0","2.477777778","26.6102122","1","1","1.0"
"5.84","0.0","2.702222222","26.6102122","1","1","1.0"
"5.92","0.0","3.0975","26.6102122","1","1","1.0"
"4.96","0.0","2.166388889","26.6102122","1","1","1.0"
"1.79","0.0","0.635277778","2.9243084","0","3","0.0"
"2.38","0.0","2.668611111","3.1554692","0","2","0.0"
"1.52","0.0","0.521111111","3.1554692","0","2","0.0"
"6.53","0.5","4.125","3.1554692","0","2","0.0"
"3.64","0.0","3.814444444","3.1554692","0","2","0.0"
"3.7","0.0","3.421388889","3.1554692","0","2","0.0"
"2.31","0.0","1.671944444","2.9243084","0","3","0.0"
"2.31","0.0","3.167222222","3.1554692","0","2","0.0"
"1.78","0.0","1.691666667","3.1554692","0","2","0.0"
"4.23","0.0","2.765","2.9243084","0","3","0.0"
"2.81","0.0","1.3225","3.1554692","0","2","0.0"
"4.97","0.0","3.393055556","3.1554692","0","2","0.0"
"6.79","0.0","3.199722222","3.1554692","0","2","0.0"
"1.45","0.0","2.245555556","3.1554692","0","2","0.0"
"6.66","0.0","3.118888889","2.9243084","0","3","0.0"
"6.6","0.5","4.203055556","3.1554692","0","2","0.0"
"3.8","0.0","2.87","3.1554692","0","2","0.0"
"6.71","0.0","3.610277778","2.9243084","0","3","0.0"
"6.41","0.0","2.105555556","3.1554692","0","2","0.0"
"4.94","0.0","2.713888889","3.1554692","0","2","0.0"
"6.54","0.0","3.219444444","2.9243084","0","3","0.0"
"2.04","0.0","3.511388889","2.9243084","0","3","0.0"
"6.5","0.0","3.364722222","2.9243084","0","3","0.0"
"3.16","0.0","2.401388889","2.9243084","0","3","0.0"
"0.93","0.0","3.545277778","2.9243084","0","3","0.0"
"6.51","0.0","3.122222222","2.9243084","0","3","0.0"
"2.02","0.0","3.245555556","2.9243084","0","3","0.0"
"6.76","0.0","3.413888889","2.9243084","0","3","0.0"
"6.05","0.0","2.575277778","2.9243084","0","3","0.0"
"5.91","0.0","2.691666667","2.9243084","0","3","0.0"
"3.46","0.0","3.627222222","2.9243084","0","3","0.0"
"2.64","0.0","2.052222222","3.1554692","0","2","0.0"
"6.48","0.0","3.4125","2.9243084","0","3","0.0"
"1.82","0.0","3.216666667","2.9243084","0","3","0.0"
"4.73","0.0","1.506944444","2.9243084","0","3","0.0"
"3.69","0.0","3.28","2.9243084","0","3","0.0"
"3.82","0.0","1.885833333","2.9243084","0","3","0.0"
"4.03","0.0","2.947777778","2.9243084","0","3","0.0"
"0.67","0.0","0.240833333","3.1554692","0","2","0.0"
"2.11","0.0","0.707777778","3.1554692","0","2","0.0"
"5.11","0.0","1.670555556","2.9243084","0","3","0.0"
"1.99","0.5","4.018055556","2.9243084","0","3","0.0"
"3.94","0.0","3.051666667","2.9243084","0","3","0.0"
"3.52","0.0","1.295833333","2.9243084","0","3","0.0"
"4.82","0.0","3.291111111","3.1554692","0","2","0.0"
"4.08","0.0","3.391388889","3.1554692","0","2","0.0"
"6.72","2.42","5.844722222","3.1554692","0","2","0.0"
"6.68","0.0","2.627777778","3.1554692","0","2","0.0"
"4.15","0.0","1.553055556","3.1554692","0","2","0.0"
"7.36","0.0","2.849722222","3.1554692","0","2","0.0"
"2.45","0.0","1.631944444","2.9243084","0","3","0.0"
"6.47","0.0","3.358333333","3.1554692","0","2","0.0"
"6.37","0.0","3.205555556","3.1554692","0","2","0.0"
"5.26","0.0","2.997222222","3.1554692","0","2","0.0"
"4.42","0.0","2.842777778","3.1554692","0","2","0.0"
"4.47","0.0","2.313055556","3.1554692","0","2","0.0"
"3.47","0.0","1.134166667","3.1554692","0","2","0.0"
"19.79","0.0","3.206666667","32.8745456","0","1","0.0"
"16.88","0.0","2.531388889","32.8745456","0","1","0.0"
"19.6","0.0","3.671666667","32.8745456","0","4","0.0"
"9.62","0.0","1.688888889","32.8745456","0","4","0.0"
"8.83","0.0","1.523055556","32.8745456","0","1","1.0"
"15.52","0.0","2.701666667","32.8745456","0","4","0.0"
"16.12","0.0","2.780555556","32.8745456","0","4","0.0"
"11.86","0.0","1.977222222","32.8745456","0","1","1.0"
"20.55","0.0","3.666111111","32.8745456","0","4","0.0"
"17.25","0.0","2.636944444","32.8745456","0","1","0.0"
"6.73","0.0","1.163611111","32.8745456","0","4","0.0"
"22.03","0.0","3.975277778","32.8745456","0","4","0.0"
"20.92","0.0","3.766388889","32.8745456","0","4","0.0"
"18.35","0.0","2.835555556","32.8745456","0","1","0.0"
"12.83","0.0","1.999444444","32.8745456","0","1","0.0"
"17.65","0.0","3.883333333","32.8745456","0","4","0.0"
"18.7","0.0","2.953333333","32.8745456","0","1","0.0"
"8.29","0.0","1.257222222","32.8745456","0","1","0.0"
"16.31","0.0","3.021388889","32.8745456","0","3","1.0"
"4.17","0.0","1.012222222","32.8745456","0","3","1.0"
"11.59","0.0","1.784166667","32.8745456","0","1","0.0"
"19.96","0.0","3.604444444","32.8745456","0","3","1.0"
"18.17","0.0","3.205555556","32.8745456","0","3","1.0"
"14.02","0.0","2.108888889","32.8745456","0","1","0.0"
"20.2","0.0","3.482777778","32.8745456","0","3","1.0"
"20.06","0.0","3.016388889","32.8745456","0","1","0.0"
"21.16","0.0","3.786944444","32.8745456","0","3","1.0"
"2.87","0.0","0.8875","32.8745456","0","3","1.0"
"22.14","0.0","3.518333333","32.8745456","0","1","0.0"
"19.47","0.0","3.331111111","32.8745456","0","3","1.0"
"11.33","0.0","1.765833333","32.8745456","0","1","0.0"
"17.9","0.0","2.967777778","32.8745456","0","3","1.0"
"10.47","0.0","2.016111111","32.8745456","0","3","1.0"
"18.15","0.0","2.682777778","32.8745456","0","1","0.0"
"20.24","0.0","3.499722222","32.8745456","0","3","1.0"
"3.92","0.0","1.566666667","32.8745456","0","3","1.0"
"20.37","0.0","3.1625","32.8745456","0","1","0.0"
"17.8","0.0","3.224166667","32.8745456","0","3","1.0"
"3.92","0.0","0.928055556","32.8745456","0","3","1.0"
"12.91","0.0","1.974444444","32.8745456","0","1","0.0"
"4.54","0.0","0.711944444","32.8745456","0","1","0.0"
"22.07","0.0","3.911944444","32.8745456","0","3","1.0"
"5.26","0.0","1.146111111","32.8745456","0","3","1.0"
"21.14","0.5","4.485833333","32.8745456","0","3","1.0"
"4.59","0.0","0.983611111","32.8745456","0","3","1.0"
"20.37","0.0","3.236111111","32.8745456","0","1","0.0"
"18.42","0.0","3.4025","32.8745456","0","3","1.0"
"9.02","0.0","1.614166667","32.8745456","0","3","1.0"
"11.93","0.0","1.815","32.8745456","0","1","0.0"
"20.6","0.0","3.618611111","32.8745456","0","3","1.0"
"6.56","0.0","1.348888889","32.8745456","0","3","1.0"
"10.63","0.0","1.600555556","32.8745456","0","1","0.0"
"21.2","0.0","3.821388889","32.8745456","0","3","1.0"
"23.68","0.5","4.106666667","32.8745456","0","1","0.0"
"6.77","0.0","3.360277778","32.0648614","1","3","1.0"
"1.51","0.0","0.4925","18.651321","1","2","1.0"
"6.44","0.0","3.918611111","18.651321","1","2","1.0"
"1.32","0.0","1.634444444","21.1319498","1","3","0.0"
"5.58","0.0","2.013888889","18.4630368","1","2","0.0"
"3.87","0.0","1.215555556","18.4630368","1","2","0.0"
"0.19","0.0","3.844444444","18.4630368","1","2","0.0"
"5.78","0.0","3.307222222","18.4630368","1","2","0.0"
"0.78","0.5","4.148055556","18.4630368","1","2","0.0"
"6.19","0.67","4.700833333","18.4630368","1","2","0.0"
"0.52","0.0","0.178611111","18.4630368","1","2","0.0"
"6.45","0.0","3.680555556","18.4630368","1","2","0.0"
"6.49","0.0","2.519444444","17.6887724","0","4","1.0"
"6.51","0.0","2.166666667","17.6887724","0","4","1.0"
"8.7","4.25","8.268888889","17.6887724","0","4","1.0"
"7.8","0.0","0.169722222","17.6887724","0","4","1.0"
"8.31","0.0","3.043888889","17.6887724","0","4","1.0"
"6.17","0.0","1.970833333","17.6887724","0","4","1.0"
"6.56","0.5","4.171666667","17.6887724","0","4","1.0"
"6.63","0.0","2.474722222","17.6887724","0","4","1.0"
"7.08","0.0","2.604444444","17.6887724","0","4","1.0"
"6.53","0.0","2.161111111","17.6887724","0","4","1.0"
"6.48","0.0","3.963333333","17.6887724","0","4","1.0"
"6.63","0.0","3.037777778","17.6887724","0","4","1.0"
"6.64","0.0","3.770833333","17.6887724","0","4","1.0"
"7.39","0.0","3.221111111","17.6887724","0","4","1.0"
"6.64","0.0","2.856388889","17.6887724","0","4","1.0"
"5.36","0.0","1.746111111","17.6887724","0","4","1.0"
"6.77","0.0","2.591111111","17.6887724","0","4","1.0"
"7.12","0.5","4.351388889","17.6887724","0","4","1.0"
"5.27","0.0","1.856666667","18.558111","0","3","0.0"
"7.06","0.0","3.450833333","32.8745456","1","2","1.0"
"6.72","0.0","3.158888889","32.8745456","1","2","0.0"
"6.91","0.0","3.1025","32.8745456","1","2","0.0"
"6.75","0.0","2.243888889","32.8745456","1","2","0.0"
"7.31","0.0","2.689722222","32.8745456","1","2","1.0"
"6.87","0.0","2.683611111","32.8745456","1","2","0.0"
"4.99","0.0","1.671944444","32.8745456","1","2","0.0"
"6.25","0.5","4.109722222","32.8745456","1","2","1.0"
"6.48","0.0","3.342777778","32.8745456","1","2","0.0"
"7.35","0.0","3.72","32.8745456","1","2","0.0"
"6.94","0.0","3.591666667","32.8745456","1","2","0.0"
"5.69","0.0","2.702222222","32.8745456","1","2","0.0"
"6.73","0.0","2.947222222","32.8745456","1","2","0.0"
"2.06","0.0","0.692222222","32.8745456","1","2","0.0"
"6.68","0.0","3.163611111","32.8745456","1","2","1.0"
"6.66","0.0","2.286666667","32.8745456","1","2","0.0"
"6.88","0.0","2.459722222","32.8745456","1","2","0.0"
"0.0","0.0","0.031388889","32.8745456","1","2","0.0"
"6.82","0.0","2.45","32.8745456","1","2","1.0"
"0.0","0.0","0.0175","32.8745456","1","2","1.0"
"6.92","0.0","2.401944444","32.8745456","1","2","0.0"
"6.53","0.0","2.313888889","32.8745456","1","2","1.0"
"5.77","0.0","1.939444444","32.8745456","1","2","1.0"
"6.36","0.0","2.206388889","32.8745456","1","2","0.0"
"5.91","0.0","2.06","32.8745456","1","2","0.0"
"6.66","0.0","2.344166667","32.8745456","1","2","1.0"
"6.75","0.0","3.334166667","32.8745456","1","2","0.0"
"5.69","0.0","2.593055556","32.8745456","1","2","0.0"
"5.47","0.0","3.903888889","32.8745456","1","2","0.0"
"6.75","0.0","3.643888889","32.8745456","1","2","1.0"
"4.48","0.0","1.493333333","32.8745456","1","2","0.0"
"5.81","0.0","2.765833333","32.8745456","1","2","0.0"
"4.68","0.0","3.306111111","32.8745456","1","2","0.0"
"6.14","0.0","2.605","32.8745456","1","2","0.0"
"6.39","0.0","2.936944444","32.8745456","1","2","0.0"
"6.91","0.0","2.6025","32.8745456","1","2","0.0"
"6.25","0.0","3.423055556","32.8745456","1","2","0.0"
"6.4","0.0","2.866111111","32.8745456","1","2","1.0"
"5.31","0.0","3.403333333","32.8745456","1","2","1.0"
"5.08","0.0","3.1325","32.8745456","1","2","0.0"
"5.91","0.0","2.628055556","32.8745456","1","2","1.0"
"2.0","0.0","0.663611111","32.8745456","1","2","1.0"
"5.44","0.0","3.835555556","32.8745456","1","2","1.0"
"5.83","0.0","2.313611111","32.8745456","1","2","1.0"
"5.81","0.0","2.301666667","32.8745456","1","2","0.0"
"5.77","0.0","2.498333333","32.8745456","1","2","1.0"
"4.96","0.0","3.082777778","32.8745456","1","2","0.0"
"5.51","0.0","3.351666667","32.8745456","1","2","1.0"
"5.45","0.0","2.0925","32.8745456","1","2","0.0"
"5.58","0.0","3.439722222","32.8745456","1","2","0.0"
"3.45","0.0","1.136111111","32.8745456","1","2","1.0"
"4.74","0.0","2.127777778","32.8745456","1","2","1.0"
"6.09","0.0","2.750555556","32.8745456","1","2","0.0"
"5.23","0.0","2.545","32.8745456","1","2","0.0"
"4.05","0.0","1.298611111","32.8745456","1","2","1.0"
"6.73","0.0","3.276111111","32.8745456","1","2","0.0"
"5.43","0.5","4.127222222","32.8745456","1","2","1.0"
"4.77","0.0","1.5975","32.8745456","1","2","0.0"
"5.2","0.0","2.085555556","32.8745456","1","2","1.0"
"5.28","0.0","2.815555556","32.8745456","1","2","1.0"
"4.64","0.0","3.36","32.8745456","1","2","1.0"
"5.15","0.0","2.064444444","32.8745456","1","2","0.0"
"5.54","0.0","2.6275","32.8745456","1","2","1.0"
"5.16","0.0","1.87","32.8745456","1","2","0.0"
"5.44","0.0","2.066666667","32.8745456","1","2","1.0"
"4.75","0.0","2.5","32.8745456","1","2","0.0"
"6.75","0.0","2.709722222","32.8745456","1","2","0.0"
"3.0","0.0","0.988611111","32.8745456","1","2","0.0"
"5.42","0.0","1.945833333","32.8745456","1","2","1.0"
"5.36","0.0","2.775555556","32.8745456","1","2","0.0"
"5.05","0.0","2.423333333","32.8745456","1","2","0.0"
"5.1","0.0","3.470555556","32.8745456","1","2","0.0"
"4.56","0.0","1.47","32.8745456","1","2","0.0"
"5.34","0.0","2.711111111","32.8745456","1","2","0.0"
"5.43","0.0","2.495555556","32.8745456","1","2","0.0"
"5.34","0.0","2.7475","32.8745456","1","2","0.0"
"5.81","0.0","3.395277778","32.8745456","1","2","1.0"
"5.34","0.0","1.811388889","32.8745456","1","2","0.0"
"2.4","0.0","0.800555556","32.8745456","1","2","0.0"
"1.72","0.0","0.568888889","32.8745456","1","2","1.0"
"4.46","0.0","3.970833333","32.8745456","1","2","0.0"
"3.63","0.0","1.245555556","32.8745456","1","2","1.0"
"4.78","0.0","3.927777778","32.8745456","1","2","0.0"
"6.98","0.5","4.207777778","32.8745456","1","2","1.0"
"5.08","0.58","4.533333333","32.8745456","1","2","1.0"
"7.0","0.0","3.533333333","32.8745456","1","2","0.0"
"5.64","0.0","3.969444444","32.8745456","1","2","0.0"
"5.43","0.0","1.776666667","32.8745456","1","2","0.0"
"6.91","0.67","4.688333333","32.8745456","1","2","0.0"
"4.83","0.0","2.814444444","32.8745456","1","2","1.0"
"5.4","0.0","3.966944444","32.8745456","1","2","0.0"
"5.33","0.0","3.139444444","32.8745456","1","2","1.0"
"6.81","0.0","3.952777778","32.8745456","1","2","1.0"
"4.6","0.0","3.328333333","32.8745456","1","2","0.0"
"6.88","0.0","2.755555556","32.8745456","1","2","1.0"
"5.72","0.0","2.928333333","32.8745456","1","2","0.0"
"5.06","0.5","4.045","32.8745456","1","2","0.0"
"6.76","0.0","3.168888889","32.8745456","1","2","0.0"
"5.19","0.0","3.971388889","32.8745456","1","2","0.0"
"4.82","0.83","4.866388889","32.8745456","1","2","1.0"
"6.38","0.0","3.722222222","32.8745456","1","2","0.0"
"6.71","0.0","3.490277778","32.8745456","1","2","1.0"
"5.1","0.0","3.6075","32.8745456","1","2","1.0"
"1.48","0.0","0.515","32.8745456","1","2","0.0"
"6.59","0.0","2.491111111","32.8745456","1","2","1.0"
"5.18","2.08","5.785","32.8745456","1","2","0.0"
"5.05","0.0","2.408055556","32.8745456","1","2","1.0"
"6.71","0.0","3.984166667","32.8745456","1","2","1.0"
"4.79","0.58","4.6275","32.8745456","1","2","1.0"
"6.53","0.0","3.6725","32.8745456","1","2","0.0"
"5.06","0.5","4.439166667","32.8745456","1","2","0.0"
"5.1","0.0","2.887222222","32.8745456","1","2","0.0"
"5.75","0.0","3.589444444","32.8745456","1","2","1.0"
"5.02","0.0","2.630277778","32.8745456","1","2","0.0"
"5.39","0.0","2.858333333","32.8745456","1","2","0.0"
"4.99","0.0","1.708333333","32.8745456","1","2","1.0"
"6.36","0.5","4.191944444","32.8745456","1","2","0.0"
"6.68","0.0","3.9375","32.8745456","1","2","0.0"
"8.56","0.0","3.537222222","20.5509408","0","3","1.0"
"7.28","0.0","3.461388889","20.5509408","0","3","1.0"
"9.32","0.0","3.5525","20.5509408","0","3","1.0"
"6.71","0.0","3.781388889","20.5509408","0","3","1.0"
"6.59","0.0","3.380555556","20.5509408","0","3","1.0"
"6.41","0.0","3.530555556","20.5509408","0","3","0.0"
"6.52","0.0","3.716111111","20.5509408","0","3","0.0"
"6.52","0.0","2.271944444","20.5509408","0","3","0.0"
"6.66","0.0","2.199166667","20.5509408","0","3","1.0"
"4.38","0.0","1.589722222","20.5509408","0","3","1.0"
"6.65","0.0","2.268611111","20.5509408","0","3","0.0"
"0.03","0.0","0.039166667","20.5509408","0","3","1.0"
"7.38","0.0","2.534166667","20.5509408","0","3","0.0"
"6.48","0.0","2.235833333","20.5509408","0","3","1.0"
"6.84","0.0","3.446111111","20.5509408","0","3","0.0"
"6.5","0.0","2.900833333","20.5509408","0","3","1.0"
"3.63","0.0","3.961666667","20.5509408","0","3","1.0"
"6.72","0.0","3.472222222","20.5509408","0","3","0.0"
"6.65","2.08","6.144722222","20.5509408","0","3","0.0"
"6.66","0.5","4.443888889","20.5509408","0","3","1.0"
"6.52","0.0","3.193055556","20.5509408","0","3","1.0"
"6.55","0.0","3.928333333","20.5509408","0","3","1.0"
"7.03","0.0","3.828888889","20.5509408","0","3","1.0"
"5.84","0.0","1.873055556","20.5509408","0","3","1.0"
"6.57","0.0","3.343888889","20.5509408","0","3","1.0"
"6.54","0.0","3.398333333","20.5509408","0","3","1.0"
"7.58","0.0","2.426944444","20.5509408","0","3","0.0"
"6.78","1.25","5.296944444","20.5509408","0","3","0.0"
"6.94","0.0","3.238055556","20.5509408","0","3","1.0"
"6.62","0.5","4.085277778","20.5509408","0","3","1.0"
"7.61","0.0","3.9375","20.5509408","0","3","0.0"
"6.46","0.0","3.870833333","20.5509408","0","3","0.0"
"6.57","0.0","3.093888889","20.5509408","0","3","0.0"
"6.84","0.0","3.667777778","20.5509408","0","3","0.0"
"6.64","0.0","2.853611111","20.5509408","0","3","1.0"
"6.8","0.0","3.923055556","20.5509408","0","3","0.0"
"3.82","0.0","3.789166667","20.5509408","0","3","1.0"
"3.34","0.0","1.432777778","20.5509408","0","3","1.0"
"3.32","0.0","3.934166667","20.5509408","0","3","1.0"
"5.37","0.0","3.072222222","20.5509408","0","3","1.0"
"3.85","0.0","2.103333333","20.5509408","0","3","1.0"
"3.51","0.0","3.758611111","20.5509408","0","3","1.0"
"3.2","0.0","2.865833333","20.5509408","0","3","0.0"
"3.87","0.58","4.650277778","20.5509408","0","3","0.0"
"3.29","0.0","3.048611111","20.5509408","0","3","0.0"
"4.5","0.5","4.423055556","20.5509408","0","3","1.0"
"3.48","0.0","3.940555556","20.5509408","0","3","0.0"
"3.4","0.0","2.615277778","20.5509408","0","3","0.0"
"3.55","0.0","2.77","20.5509408","0","3","0.0"
"3.66","0.0","3.595555556","20.5509408","0","3","0.0"
"7.39","0.0","3.407777778","20.5509408","0","3","0.0"
"6.68","0.0","3.528611111","20.5509408","0","3","0.0"
"3.49","0.0","3.798055556","20.5509408","0","3","0.0"
"3.79","0.0","3.257777778","20.5509408","0","3","0.0"
"3.56","0.0","3.241666667","20.5509408","0","3","0.0"
"7.1","0.0","3.820277778","20.5509408","0","3","1.0"
"3.14","0.0","3.215833333","20.5509408","0","3","0.0"
"3.08","0.0","1.972777778","20.5509408","0","3","0.0"
"3.47","0.0","1.443888889","20.5509408","0","3","0.0"
"6.57","0.0","2.774444444","20.5509408","0","3","0.0"
"6.63","0.0","3.69","20.5509408","0","3","0.0"
"4.3","0.0","3.536944444","20.5509408","0","3","0.0"
"3.16","0.0","2.245833333","20.5509408","0","3","1.0"
"4.2","0.0","1.870277778","20.5509408","0","3","0.0"
"3.35","0.0","2.541944444","20.5509408","0","3","0.0"
"6.01","0.0","1.947222222","20.5509408","0","3","0.0"
"4.72","0.0","2.990555556","20.5509408","0","3","1.0"
"3.87","0.0","2.823055556","20.5509408","0","3","0.0"
"5.54","0.0","3.9675","20.5509408","0","3","0.0"
"6.72","0.0","2.878888889","20.5509408","0","3","0.0"
"3.75","0.0","3.953333333","20.5509408","0","3","0.0"
"5.08","0.0","2.253888889","20.5509408","0","3","0.0"
"6.46","0.0","2.311111111","20.5509408","0","3","1.0"
"5.4","0.5","4.020833333","20.5509408","0","3","0.0"
"4.84","0.0","1.931111111","20.5509408","0","3","0.0"
"6.9","0.0","2.946944444","2.4955424","1","3","0.0"
"6.29","0.0","3.190833333","2.4955424","1","3","0.0"
"6.56","0.0","2.922777778","2.4955424","1","3","0.0"
"6.31","0.0","2.649166667","2.4955424","1","3","1.0"
"6.19","0.0","2.605","2.4955424","1","3","1.0"
"6.54","0.0","3.498333333","2.4955424","1","3","1.0"
"6.33","0.5","4.06","2.4955424","1","3","1.0"
"6.61","0.0","2.895277778","2.4955424","1","3","1.0"
"6.64","0.0","2.916944444","2.4955424","1","3","0.0"
"6.14","0.0","3.249444444","2.4955424","1","3","0.0"
"6.67","0.0","3.898611111","2.4955424","1","3","1.0"
"5.34","0.0","2.798611111","2.4955424","1","3","0.0"
"6.34","0.0","3.011111111","2.4955424","1","3","0.0"
"6.01","0.0","3.266944444","2.4955424","1","3","1.0"
"6.35","0.0","3.759722222","2.4955424","1","3","1.0"
"5.79","0.0","3.486111111","2.4955424","1","3","1.0"
"4.89","0.0","1.856944444","2.4955424","1","3","0.0"
"5.54","0.0","3.199166667","2.4955424","1","3","1.0"
"5.85","0.0","3.719166667","2.4955424","1","3","1.0"
"6.0","0.0","3.283333333","2.4955424","1","3","0.0"
"5.72","0.0","2.720277778","2.4955424","1","3","1.0"
"6.21","0.0","3.095277778","2.4955424","1","3","1.0"
"6.83","0.0","3.379722222","2.4955424","1","3","1.0"
"5.59","0.0","3.395555556","2.4955424","1","3","1.0"
"6.04","0.0","3.7775","2.4955424","1","3","1.0"
"6.12","0.0","2.668333333","2.4955424","1","3","1.0"
"5.6","0.0","3.306944444","2.4955424","1","3","1.0"
"6.18","0.0","2.9075","2.4955424","1","3","1.0"
"6.89","0.0","3.863888889","2.4955424","1","3","1.0"
"6.51","0.0","3.866111111","2.4955424","1","3","1.0"
"6.4","0.0","2.778055556","2.4955424","1","3","1.0"
"5.9","0.0","2.488333333","2.4955424","1","3","1.0"
"6.98","0.0","3.266666667","2.4955424","1","3","1.0"
"6.2","0.0","2.411666667","2.4955424","1","3","1.0"
"5.89","0.0","2.922222222","2.4955424","1","3","1.0"
"6.88","0.0","2.959444444","2.4955424","1","3","0.0"
"5.34","0.0","2.003333333","2.4955424","1","3","1.0"
"6.15","0.0","3.141666667","2.4955424","1","3","0.0"
"5.37","0.0","3.603888889","2.4955424","1","3","1.0"
"5.98","0.0","3.033611111","2.4955424","1","3","1.0"
"6.23","0.0","3.297222222","2.4955424","1","3","1.0"
"6.36","0.0","3.351666667","2.4955424","1","3","0.0"
"5.99","0.0","2.228055556","2.4955424","1","3","0.0"
"5.64","0.0","3.745555556","2.4955424","1","3","1.0"
"6.4","0.0","3.639444444","2.4955424","1","3","0.0"
"6.26","0.0","3.2625","2.4955424","1","3","1.0"
"6.12","0.0","3.273611111","2.4955424","1","3","0.0"
"5.75","0.0","3.003611111","2.4955424","1","3","0.0"
"6.58","0.0","3.681944444","2.4955424","1","3","1.0"
"6.12","0.0","3.180555556","2.4955424","1","3","1.0"
"6.03","0.0","2.253888889","2.4955424","1","3","0.0"
"6.73","0.0","2.830555556","2.4955424","1","3","1.0"
"6.68","0.0","3.459722222","2.4955424","1","3","0.0"
"6.59","0.0","2.745555556","2.4955424","1","3","1.0"
"6.47","0.0","3.246944444","2.4955424","1","3","1.0"
"6.26","0.0","2.973055556","2.4955424","1","3","0.0"
"6.4","0.0","2.356111111","2.4955424","1","3","1.0"
"6.02","0.0","2.904722222","2.4955424","1","3","1.0"
"6.21","0.0","2.571666667","2.625415","1","3","0.0"
"6.75","0.0","3.200277778","2.5732174","1","3","1.0"
"5.91","0.0","2.901388889","2.4955424","1","3","1.0"
"6.08","0.0","3.954166667","2.4955424","1","3","1.0"
"6.52","0.0","2.819444444","2.4955424","1","3","0.0"
"6.34","0.0","3.209166667","2.4955424","1","3","1.0"
"4.63","0.0","1.852777778","2.4955424","1","3","1.0"
"6.81","0.0","2.576111111","2.4955424","1","3","0.0"
"3.38","0.0","1.318333333","2.4955424","1","3","1.0"
"6.56","0.0","3.661666667","2.4955424","1","3","0.0"
"2.26","0.0","0.864722222","2.4955424","1","3","0.0"
"6.24","0.0","2.947222222","2.4955424","1","3","0.0"
"6.3","0.0","3.652777778","2.4955424","1","3","1.0"
"6.21","0.0","3.400555556","2.4955424","1","3","1.0"
"6.31","0.0","3.203333333","2.4955424","1","3","1.0"
"5.56","0.0","3.245555556","2.4955424","1","3","1.0"
"6.26","0.0","3.710833333","2.4955424","1","3","1.0"
"5.33","0.0","2.634444444","24.0972706","1","3","1.0"
"6.93","0.5","4.340555556","24.0972706","1","3","0.0"
"5.56","0.5","4.388055556","24.0972706","1","3","1.0"
"5.56","0.0","2.788611111","24.0972706","1","3","0.0"
"1.42","0.5","4.541111111","24.0972706","1","3","1.0"
"7.6","0.0","3.302222222","24.0972706","1","3","0.0"
"6.26","0.0","2.070277778","24.0972706","1","3","1.0"
"6.89","0.0","3.571666667","24.0972706","1","3","0.0"
"2.29","0.83","4.8825","24.0972706","1","3","1.0"
"5.25","0.5","4.094722222","24.0972706","1","3","1.0"
"6.73","0.0","3.955277778","24.0972706","1","3","0.0"
"5.44","0.0","3.396388889","24.0972706","1","3","0.0"
"5.42","0.0","3.660555556","24.0972706","1","3","1.0"
"4.97","0.0","2.605277778","24.0972706","1","3","0.0"
"7.05","0.0","3.4175","24.0972706","1","3","0.0"
"4.77","0.0","3.275833333","24.0972706","1","3","1.0"
"7.86","0.0","3.836666667","24.0972706","1","3","0.0"
"4.92","0.5","4.417222222","24.0972706","1","3","1.0"
"6.93","0.0","2.975","24.0972706","1","3","0.0"
"6.05","0.0","2.770555556","24.0972706","1","3","1.0"
"4.77","0.0","3.515277778","24.0972706","1","3","0.0"
"6.93","0.0","3.587222222","24.0972706","1","3","1.0"
"5.36","0.0","3.629444444","24.0972706","1","3","0.0"
"4.86","0.0","3.934722222","24.0972706","1","3","0.0"
"7.58","1.42","5.458888889","24.0972706","1","3","0.0"
"5.82","0.0","3.010555556","24.0972706","1","3","1.0"
"5.98","0.83","4.937777778","24.0972706","1","3","0.0"
"7.4","0.0","2.868888889","24.0972706","1","3","0.0"
"1.6","0.0","2.734444444","24.0972706","1","3","0.0"
"7.43","0.0","3.000833333","24.0972706","1","3","1.0"
"6.86","0.0","3.341944444","24.0972706","1","3","0.0"
"7.51","0.0","3.875833333","24.0972706","1","3","1.0"
"7.52","0.0","3.633055556","24.0972706","1","3","0.0"
"7.24","0.0","3.271666667","24.0972706","1","3","0.0"
"7.19","1.75","5.808055556","24.0972706","1","3","1.0"
"7.13","2.75","6.810277778","24.0972706","1","3","1.0"
"6.77","0.0","3.283333333","24.0972706","1","3","0.0"
"6.71","0.67","4.753055556","24.0972706","1","3","1.0"
